# 3.31-full on Intel(R) Core(TM) i7-4700MQ CPU @ 2.40GHz
1.001781186,C0,Frontend_Bound,27.87,% Slots,This category represents slots fraction where the processor's Frontend undersupplies its Backend...,,,5.66,
1.001781186,C0,Backend_Bound,41.95,% Slots,,,,5.66,
1.001781186,C0,Backend_Bound.Memory_Bound,79.08,% Slots,This metric represents slots fraction the Memory subsystem within the Backend was a bottleneck...,,,5.66,
1.001781186,C0-T0,Backend_Bound.Memory_Bound.L1_Bound,79.40,% Stalls,This metric estimates how often the CPU was stalled without loads missing the L1 data cache...,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,6.0,<==
1.001781186,C1,Backend_Bound,52.40,% Slots,,,,5.66,
1.001781186,C1,Backend_Bound.Memory_Bound,21.62,% Slots,,,,5.66,
1.001781186,C1,Backend_Bound.Core_Bound,30.78,% Slots,This metric represents slots fraction where Core non-memory issues were of a bottleneck...,,,5.66,
1.001781186,C1-T0,Backend_Bound.Core_Bound.Divider,50.82,% Clocks,This metric represents cycles fraction where the Divider unit was active...,arith.divider_uops,,6.0,<==
1.001781186,C1-T0,Backend_Bound.Core_Bound.Ports_Utilization,41.84,% Clocks,This metric estimates cycles fraction the CPU performance was potentially limited due to Core computation issues (non divider-related)...,,,5.59,
1.001781186,C2,Frontend_Bound,27.57,% Slots,,,,5.65,
1.001781186,C2,Backend_Bound,41.65,% Slots,,,,5.65,
1.001781186,C2,Retiring,41.47,% Slots,,,,5.65,
1.001781186,C2,Frontend_Bound.Frontend_Latency,17.35,% Slots,This metric represents slots fraction the CPU was stalled due to Frontend latency issues...,rs_events.empty_end,,6.0,
1.001781186,C2,Backend_Bound.Memory_Bound,25.88,% Slots,,,,5.65,
1.001781186,C2,Backend_Bound.Core_Bound,15.77,% Slots,,,,5.65,
1.001781186,C2,Retiring.Microcode_Sequencer,2.02,% Slots,This metric represents slots fraction the CPU was retiring uops fetched by the Microcode Sequencer (MS) unit...,idq.ms_uops,,6.0,
1.001781186,C2-T0,Frontend_Bound.Frontend_Latency.ICache_Misses,9.20,% Clocks,This metric represents cycles fraction the CPU was stalled due to instruction cache misses...,,,6.0,
