# 3.31-full on Intel(R) Core(TM) i7-4700MQ CPU @ 2.40GHz
1.001887174,C0,Frontend_Bound,20.28,% Slots,This category represents slots fraction where the processor's Frontend undersupplies its Backend...,,,5.64,
1.001887174,C0,Backend_Bound,40.17,% Slots,,,,5.64,
1.001887174,C0,Backend_Bound.Memory_Bound,34.98,% Slots,This metric represents slots fraction the Memory subsystem within the Backend was a bottleneck...,,,5.64,
1.001887174,C0-T0,Backend_Bound.Memory_Bound.L1_Bound,71.19,% Stalls,This metric estimates how often the CPU was stalled without loads missing the L1 data cache...,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,5.99,<==
1.001887174,C0-T1,Backend_Bound.Memory_Bound.Store_Bound,22.99,% Stalls,This metric estimates how often CPU was stalled due to store memory accesses...,mem_uops_retired.all_stores:pp,,5.99,<==
1.001887174,C1,Backend_Bound,54.47,% Slots,,,,5.64,
1.001887174,C1,Backend_Bound.Core_Bound,46.94,% Slots,This metric represents slots fraction where Core non-memory issues were of a bottleneck...,,,5.64,<==
1.001887174,C1-T1,Backend_Bound.Core_Bound.Divider,57.22,% Clocks,This metric represents cycles fraction where the Divider unit was active...,arith.divider_uops,,6.0,<==
1.001887174,C1-T1,Backend_Bound.Core_Bound.Ports_Utilization,46.87,% Clocks,This metric estimates cycles fraction the CPU performance was potentially limited due to Core computation issues (non divider-related)...,,,5.59,
1.001887174,C2,Frontend_Bound,21.02,% Slots,,,,5.63,
1.001887174,C2,Backend_Bound,38.92,% Slots,,,,5.63,
1.001887174,C2,Frontend_Bound.Frontend_Latency,15.85,% Slots,This metric represents slots fraction the CPU was stalled due to Frontend latency issues...,rs_events.empty_end,,6.0,
1.001887174,C2,Backend_Bound.Memory_Bound,51.62,% Slots,,,,5.63,<==
1.001887174,C2-T0,Frontend_Bound.Frontend_Latency.ICache_Misses,7.29,% Clocks,This metric represents cycles fraction the CPU was stalled due to instruction cache misses...,,,6.0,
1.001887174,C2-T1,Frontend_Bound.Frontend_Latency.ICache_Misses,11.62,% Clocks,,,,6.0,
1.001887174,C2-T1,Frontend_Bound.Frontend_Latency.Branch_Resteers,5.70,% Clocks_Calculated,This metric represents cycles fraction the CPU was stalled due to Branch Resteers...,br_misp_retired.all_branches,,5.59,
1.001887174,C3,Backend_Bound,42.57,% Slots,,,,5.64,
1.001887174,C3,Backend_Bound.Memory_Bound,28.26,% Slots,,,,5.64,
1.001887174,C3,Backend_Bound.Core_Bound,14.31,% Slots,,,,5.64,
1.001887174,C3-T0,Backend_Bound.Memory_Bound.L1_Bound,70.53,% Stalls,,mem_load_uops_retired.l1_hit:pp mem_load_uops_retired.hit_lfb:pp,,5.99,<==
1.001887174,C3-T1,Backend_Bound.Core_Bound.Ports_Utilization,65.02,% Clocks,,,,5.59,
2.02049661,C0,Frontend_Bound,27.19,% Slots,,,,5.89,
